4.0022,6.4295,3.6126,3.7832,5.6704,3.2067,9.3284,5.8862
30.909,38.275,35.085,36.243,34.575,22.675,31.038,27.404
-2.998,-8.5884,-5.5861,-1.9511,-3.1857,-6.7868,-2.0085,-4.751
27.282,28.851,29.177,28.014,29.042,23.693,24.317,23.586
27.894,36.282,37.733,41.016,24.389,28.718,39.545,41.505
-17.895,-21.198,-24.361,-18.693,-21.719,-19.634,-18.487,-23.672
32.543,30.696,28.472,31.582,30.873,39.23,28.728,29.699
5.7296,5.3217,5.558,7.1428,2.3124,4.322,6.851,5.8555
21.821,18.093,19.507,22.841,17.582,24.131,19.764,18.863
32.01,27.934,25.458,30.722,34.157,31.8,32.478,31.232
-10.002,-8.3316,-6.0604,-10.081,-9.707,-8.1616,-6.1319,-1.3423
4.8453,10.199,8.604,8.1897,9.9323,7.0983,10.007,9.791
8.0872,5.8257,6.876,7.8569,7.0453,4.615,6.2508,7.1047
29.5,29.789,29.781,28.011,28.574,26.286,26.298,26.606
-7.2692,-9.5231,-6.8715,-12.851,-8.9341,-3.923,-8.008,-9.003
-0.93126,-6.5129,-3.4964,-1.9039,-6.4125,-3.1778,-0.15627,2.2463
-18.264,-17.94,-23.444,-17.127,-18.191,-19.065,-22.428,-17.869
-2.9706,-4.3035,-4.2139,-2.3926,-5.1299,-3.5755,-4.2595,-3.5146
-15.819,-13.426,-4.1616,-5.1759,-9.0875,-9.2682,-4.0951,-10.996
27.985,27.186,33.133,19.233,29.061,25.507,25.086,27.569
18.234,9.8163,14.13,17.569,14.944,15.02,17.66,21.1
1.0162,-7.3756,0.32941,-1.9006,2.3287,-8.3976,-0.64668,-1.7269
5.0114,2.5919,9.929,8.6385,9.0801,6.3871,4.9998,7.7679
11.725,14.805,14.952,19.131,11.355,18.23,16.221,19.363
3.3926,2.9014,3.379,3.0963,6.3532,8.0255,2.648,6.4526
-2.5874,-4.3553,-3.6715,-4.4051,-3.5477,-1.9436,-2.7466,-4.4323
-22.758,-22.511,-22.947,-25.068,-17.407,-16.092,-18.991,-22.019
-1.9656,-1.8173,-3.903,-5.8849,-6.3327,1.9295,-4.3942,-0.17548
-3.9602,-3.0468,-3.7001,-3.4481,-4.1702,-3.9543,-2.8277,-3.2591
-20.808,-20.942,-19.703,-16.481,-16.765,-18.495,-15.757,-19.393
-5.0576,-4.7858,-3.7089,-3.5245,-3.1198,-3.5199,-3.1772,-4.7223
-16.581,-20.419,-19.391,-13.576,-18.609,-17.904,-22.748,-20.885
-4.3223,-3.0791,-2.2034,-3.9305,-3.7705,-3.599,-4.933,-1.9119
3.7154,5.267,7.6691,5.3696,4.0911,4.6023,6.6419,6.8006
-5.0077,-7.6893,-6.9753,-11.391,-8.2921,-6.6825,-9.5313,-6.9945
16.653,12.881,19.265,17.074,12.007,19.393,10.19,16.205
31.671,30.836,28.608,35.487,26.573,31.751,33.015,33.123
5.8556,0.16578,-3.3619,-9.6448,4.3185,-0.52189,-3.3273,-5.0384
30.172,30.792,27.178,27.27,23.481,31.129,31.316,25.492
21.741,18.605,18.623,19.169,23.213,18.827,16.195,19.687
21.178,18.265,18.852,22.837,18.468,17.878,17.656,17.919
4.4222,6.6042,5.6533,10.102,8.2362,6.7779,7.0677,4.4365
-5.2833,-3.754,-4.1895,-2.8388,-2.1559,-4.2397,-4.7363,-3.3166
-2.9441,-1.2239,-2.9118,-6.1505,-1.1278,-1.9125,-4.5958,-2.4675
17.013,20.283,16.018,21.545,19.498,14.998,17.174,19.553
5.1029,4.4821,7.1781,3.5875,8.4899,5.4637,3.3146,6.9097
20.796,21.377,18.147,16.501,18.854,17.269,17.773,17.276
14.835,19.062,22.305,15.488,18.991,18.354,21.547,15.711
18.019,19.834,18.357,20.422,22.569,19.175,18.998,18.958
-5.1774,-6.5003,-2.2683,-9.9737,-6.5436,-6.3568,-7.3162,-7.6182
11.247,19.115,16.981,15.55,16.988,16.841,18.366,22.838
-17.528,-13.634,-20.662,-15.734,-20.24,-19.157,-17.887,-12.794
-2.2431,-1.1659,-4.5226,-3.7303,-3.3333,-0.65984,-3.3456,-3.7521
23,27.594,35.137,34.207,30.462,33.742,29.816,29.054
-20.535,-15.376,-20.389,-20.282,-24.18,-22.044,-25.17,-21.404
-7.9599,-9.0688,-10.35,-10.309,-10.176,-4.7948,-11.986,-8.6105
-19.359,-20.547,-22.058,-22.858,-17.381,-17.142,-17.657,-20.692
-6.9122,-3.183,-5.3689,-3.8614,-3.5665,-3.3834,-0.60352,-6.4096
28.296,26.598,27.149,24.184,24.419,22.066,32.94,27.955
7.8112,7.4533,5.7329,2.9989,6.7008,8.3451,12.324,6.9889
-3.6723,-3.1069,-3.5841,-2.486,-2.1126,-2.3068,-3.0618,-4.7527
-22.674,-17.973,-18.067,-17.771,-16.745,-19.244,-16.337,-17.44
18.548,22.836,16.086,16.954,17.14,10.762,20.933,16.354
2.1376,6.4619,7.5267,6.848,7.1422,6.6697,3.484,6.0684
-23.295,-19.183,-19.158,-16.739,-17.585,-12.378,-16.106,-14.258
3.2508,3.3535,4.3776,6.1101,8.6938,6.455,11.242,5.882
-2.8332,-0.25542,3.1504,-2.8353,-2.5571,-2.1263,-3.0732,-4.4437
