33.85,60.849,58.314,71.442,48.453,55.82,65.586,62.812,61.056,43.644,1
-10.922,-9.6379,-3.3068,-15.23,-6.4618,-4.804,-4.2672,-10.9,-11.29,-12.2,3
37.981,48.558,46.981,44.882,56.206,55.879,52.721,45.606,34.409,46.303,1
-1.8708,3.5627,2.6919,2.1796,0.10498,0.98376,0.31956,-0.69554,1.3833,3.5338,5
-17.46,-19.13,-11.719,-10.115,-21.186,-13.217,-17.631,-12.39,-18.47,-18.006,3
-10.634,-11.679,-10.766,-12.317,-11.791,-10.325,-10.415,-12.691,-10.503,-11.636,3
-12.237,-11.99,-11.786,-12.532,-10.598,-15.204,-14.307,-9.87,-12.316,-10.579,3
-21.992,-24.294,-12.958,-21.957,-14.022,-22.29,-21.548,-17.935,-19.557,-22.713,7
-1.1172,0.40643,1.2799,3.0787,-0.069253,1.0138,4.0962,3.4047,-0.30513,2.4963,5
10.917,14.443,14.015,19.288,11.975,10.697,14.668,12.004,9.9296,13.613,6
-4.1761,-0.59045,1.9287,1.1567,0.59779,1.6318,3.4998,1.9672,-2.831,0.66112,5
27.889,42.658,35.544,23.607,37.673,35.791,21.622,36.576,39.737,23.437,1
76.835,62.104,57.033,57.283,55.132,44.679,70.646,61.666,70.172,74.581,1
-27.69,-20.657,-24.257,-19.556,-25.588,-20.485,-29.109,-29.85,-18.207,-22.102,7
11.406,10.034,8.9997,10.367,14.613,11.283,10.742,8.4457,11.881,11.225,6
-22.261,-20.692,-21.702,-17.649,-17.901,-22.885,-19.995,-18.643,-21.084,-20.232,7
40.348,38.013,36.546,37.209,28.788,32.122,42.122,28.809,27.851,32.798,4
-22.752,-22.753,-19.476,-19.17,-20.423,-21.087,-20.578,-21.23,-18.823,-20.847,7
-17.508,-21.435,-16.62,-19.348,-24.096,-28.379,-20.453,-20.015,-16.83,-16.452,7
29.916,32.49,34.909,34.098,36.414,33.901,26.064,25.871,40.514,32.598,4
12.177,10.541,13.84,12.661,7.5975,17.308,17.487,14.552,11.983,15.173,6
32.844,39.953,36.788,35.92,36.334,28.818,30.605,36.447,40.915,40.116,4
73.284,90.245,81.257,62.877,87.914,90.353,62.524,74.774,74.299,82.748,2
37.772,39.278,37.075,33.343,39.885,29.445,35.259,28.934,38.45,43.333,4
68.864,61.755,60.368,63.427,56.651,73.788,73.999,62.005,58.388,67.142,1
33.46,65.622,45.404,81.733,53.255,85.293,57.288,52.984,22.776,56.36,1
34.17,41.648,41.443,45.234,35.934,42.315,38.093,32.541,33.977,36.761,4
33.021,17.654,24.528,21.386,31.229,30.387,30.467,29.644,27.289,20.206,1
41.306,55.526,34.447,41.039,51.195,40.528,43.846,58.73,48.176,40.473,1
-20.88,-17.516,-19.823,-23.847,-21.253,-21.437,-22.878,-20.007,-18.563,-17.239,7
-19.052,-17.757,-20.2,-17.581,-18.231,-13.036,-21.772,-14.314,-13.032,-13.156,3
90.363,86.104,56.721,72.413,71.188,75.347,117.13,88.572,75.077,90.129,2
8.7037,8.8035,20.435,9.9872,13.63,7.7153,7.577,14.349,14.819,11.342,6
16.571,10.678,14.937,11.404,10.788,10.017,9.241,13.299,12.144,11.956,6
-21.704,-26.631,-18.462,-19.674,-28.984,-18.104,-23.501,-18.025,-17.604,-20.942,7
10.031,11.518,8.5373,12.556,8.6087,7.425,10.031,11.3,9.1219,9.1643,6
-25.108,-19.103,-23.436,-21.649,-13.183,-25.056,-29.616,-25.201,-34.48,-24.471,7
52.018,55.922,80.641,59.876,63.16,58.342,65.463,48.363,60.021,71.933,1
87.501,55.791,77.781,94.699,72.092,105.83,78.742,84.724,72.94,79.743,2
-28.853,-34.362,-34.103,-28.095,-30.598,-32.106,-27.449,-28.068,-23.541,-10.471,7
40.648,32.298,31.101,12.341,24.487,22.833,27.983,21.524,26.116,20.028,1
-2.7214,-10.837,-8.4632,-9.2497,-3.0826,-10.599,-7.0398,-13.118,-10.216,-3.4696,3
22.198,29.327,14.517,25.633,34.251,40.655,21.01,38.229,27.434,42.41,1
5.1536,2.2726,2.0435,3.3422,3.902,2.3793,2.2213,1.8259,2.2569,2.8462,5
27.834,32.212,34.156,26.846,32.725,28.132,33.734,23.957,35.253,30.102,4
92.504,98.482,91.012,80.48,101.07,94.742,106.14,98.99,90.972,94.68,2
9.2039,11.368,11.649,9.4156,7.8884,8.2933,10.514,8.9997,6.3002,10.102,6
11.732,14.015,9.9037,12.055,9.1268,10.087,9.8673,6.3305,13.728,11.542,6
32.115,33.283,28.536,31.23,42.126,27.768,44.003,40.862,37.645,26.779,4
46.447,44.592,48.4,33.706,49.019,32.028,48.403,52.247,47.702,48.996,1
76.021,67.514,60.058,72.369,72.326,62.07,60.556,56.618,60.914,60.946,1
-31.503,-21.887,-13.424,-13.42,-21.083,-28.773,-18.986,-21.463,-20.323,-29.084,7
10.196,7.1995,9.5661,10.851,9.3026,10.647,8.3406,11.12,8.7545,10.485,6
-16.842,-9.9628,-18.347,-15.434,-16.871,-13.048,-18.785,-21.383,-21.055,-19.536,3
8.1125,11.175,11.99,8.8972,9.346,11.204,9.498,9.8366,10.041,10.109,6
-18.783,-13.546,-17.376,-15.369,-21.165,-18.524,-16.54,-14.301,-20.442,-18.11,3
102.36,61.76,83.374,72.186,112,89.825,87.884,80.019,83.543,103.18,2
-17.247,-17.101,-27.344,-24.258,-22.998,-22.433,-21.091,-24.058,-20.79,-24.133,7
-0.97135,1.8807,-5.6445,0.46131,-7.1188,-3.1487,1.3988,-4.5143,-8.4278,-0.56339,5
